what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1333977083023
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1333977083153
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1333977083313
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1333977083473
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1333977083633
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1333977083783
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1333977083983
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1333977084243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333977085012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333977088536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333977092378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333977097131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333977098911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978227451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978235224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978553571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978556960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978592810
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333978614378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978616327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978639005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978646864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978655690
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1333978666587
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1333978666752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333978667637
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1333978668167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333978670680
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333978671343
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1333978674504
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1333978674701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333978675049
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1333978675399
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1333978676872
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1333978677042
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333978677886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978682288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978689601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978690576
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333978701461
